time,Data
01/09/2021,0.6408333329999999
02/09/2021,0.614375
03/09/2021,0.595833333
04/09/2021,0.600208333
05/09/2021,0.5964583330000001
06/09/2021,0.5924999999999999
07/09/2021,0.6
08/09/2021,0.6
09/09/2021,0.6
10/09/2021,0.6
11/09/2021,0.6
12/09/2021,0.6
13/09/2021,0.6
14/09/2021,0.6
15/09/2021,0.6
16/09/2021,0.5710416669999999
17/09/2021,0.5535416670000001
18/09/2021,0.540416667
19/09/2021,0.6452083329999999
20/09/2021,0.5950000000000001
21/09/2021,0.5435416670000001
22/09/2021,0.541666667
23/09/2021,0.5345833329999999
24/09/2021,0.5352083329999999
25/09/2021,0.5245833329999999
26/09/2021,0.5243749999999999
27/09/2021,0.5272916670000001
28/09/2021,0.5299999999999999
29/09/2021,0.5352083329999999
30/09/2021,0.52625
01/10/2021,0.5439583329999998
02/10/2021,0.5379166670000001
03/10/2021,0.5227083329999999
04/10/2021,0.530416667
05/10/2021,0.728125
06/10/2021,0.797916667
07/10/2021,0.66
08/10/2021,0.607083333
09/10/2021,0.6633333329999999
10/10/2021,0.645416667
11/10/2021,0.6262500000000001
12/10/2021,0.58625
13/10/2021,0.585833333
14/10/2021,0.6050000000000001
15/10/2021,0.629791667
16/10/2021,0.591875
17/10/2021,0.575833333
18/10/2021,0.6862499999999999
19/10/2021,0.6970833329999999
20/10/2021,0.6560416670000001
21/10/2021,0.7489583329999999
22/10/2021,0.774166667
23/10/2021,0.7566666670000001
24/10/2021,0.775625
25/10/2021,0.766041667
26/10/2021,0.7243749999999999
27/10/2021,0.819166667
28/10/2021,0.811666667
29/10/2021,0.7441666670000001
30/10/2021,0.8008333329999998
31/10/2021,0.7499999999999999
01/11/2021,0.720625
02/11/2021,0.815625
03/11/2021,0.69375
04/11/2021,0.6729166670000001
05/11/2021,0.664375
06/11/2021,0.66
07/11/2021,0.6520833329999999
08/11/2021,0.6345833329999999
09/11/2021,0.6262500000000001
10/11/2021,0.64
11/11/2021,0.6304166670000001
12/11/2021,0.622916667
13/11/2021,0.6149999999999999
14/11/2021,0.6137499999999999
15/11/2021,0.615833333
16/11/2021,0.6106250000000001
17/11/2021,0.6183333329999999
18/11/2021,0.72375
19/11/2021,0.7468750000000001
20/11/2021,0.66
21/11/2021,0.6516666670000001
22/11/2021,0.6525
23/11/2021,0.6360416670000001
24/11/2021,0.6572916670000001
25/11/2021,0.652708333
26/11/2021,0.6560416670000001
27/11/2021,0.6631250000000001
28/11/2021,0.7289583329999999
29/11/2021,0.8533333329999998
30/11/2021,0.821041667
01/12/2021,0.8774999999999998
