time,height (m)
2022-03-02 00:00:00+03:00,0.5827240143369175
2022-03-03 00:00:00+03:00,0.6239492753623189
2022-03-04 00:00:00+03:00,0.5836363636363636
2022-03-05 00:00:00+03:00,0.5736301369863014
2022-03-06 00:00:00+03:00,0.5590681003584229
2022-03-07 00:00:00+03:00,0.5515827338129496
2022-03-08 00:00:00+03:00,0.5392028985507246
2022-03-09 00:00:00+03:00,0.5376727272727273
2022-03-10 00:00:00+03:00,0.5384892086330936
2022-03-11 00:00:00+03:00,0.5329136690647482
2022-03-12 00:00:00+03:00,0.5271174377224199
2022-03-13 00:00:00+03:00,0.5224731182795699
2022-03-14 00:00:00+03:00,0.5244086021505376
2022-03-15 00:00:00+03:00,0.5307473309608541
2022-03-16 00:00:00+03:00,0.5327598566308245
2022-03-17 00:00:00+03:00,0.5266187050359712
2022-03-18 00:00:00+03:00,0.5148745519713261
2022-03-19 00:00:00+03:00,0.5175714285714287
2022-03-20 00:00:00+03:00,0.5217375886524822
2022-03-21 00:00:00+03:00,0.5274468085106383
2022-03-22 00:00:00+03:00,0.517357142857143
2022-03-23 00:00:00+03:00,0.5111071428571429
2022-03-24 00:00:00+03:00,0.5122661870503596
2022-03-25 00:00:00+03:00,0.5017625899280576
2022-03-26 00:00:00+03:00,0.49534545454545453
2022-03-27 00:00:00+03:00,0.5020640569395018
2022-03-28 00:00:00+03:00,0.5331071428571429
2022-03-29 00:00:00+03:00,0.5264539007092199
2022-03-30 00:00:00+03:00,0.5622695035460993
2022-03-31 00:00:00+03:00,0.5798576512455516
2022-04-01 00:00:00+03:00,0.526989247311828
2022-04-02 00:00:00+03:00,0.5210283687943262
2022-04-03 00:00:00+03:00,0.518540925266904
2022-04-04 00:00:00+03:00,0.5223655913978495
2022-04-05 00:00:00+03:00,0.5188928571428572
2022-04-06 00:00:00+03:00,0.5169858156028369
2022-04-07 00:00:00+03:00,0.5111552346570397
2022-04-08 00:00:00+03:00,0.5275274725274726
2022-04-09 00:00:00+03:00,0.5108029197080293
2022-04-10 00:00:00+03:00,0.5051660516605166
2022-04-11 00:00:00+03:00,0.5022222222222222
2022-04-12 00:00:00+03:00,0.4892335766423358
2022-04-13 00:00:00+03:00,0.495709219858156
2022-04-14 00:00:00+03:00,0.5179347826086957
2022-04-15 00:00:00+03:00,0.546241134751773
2022-04-16 00:00:00+03:00,0.5925531914893617
2022-04-17 00:00:00+03:00,0.5451971326164875
2022-04-18 00:00:00+03:00,0.6003112840466927
2022-04-19 00:00:00+03:00,0.6385869565217391
2022-04-20 00:00:00+03:00,0.605
2022-04-21 00:00:00+03:00,0.7351971326164874
2022-04-22 00:00:00+03:00,1.0803597122302158
2022-04-23 00:00:00+03:00,1.280216606498195
2022-04-24 00:00:00+03:00,0.9688256227758008
2022-04-25 00:00:00+03:00,0.8861785714285714
2022-04-26 00:00:00+03:00,0.7818214285714286
2022-04-27 00:00:00+03:00,0.7637234042553191
2022-04-28 00:00:00+03:00,0.7438194444444445
2022-04-29 00:00:00+03:00,0.755738551051051
2022-04-30 00:00:00+03:00,0.7676576576576577
2022-05-01 00:00:00+03:00,0.7314893617021276
2022-05-02 00:00:00+03:00,0.9135018050541516
2022-05-03 00:00:00+03:00,0.8536200716845878
2022-05-04 00:00:00+03:00,0.8168571428571428
2022-05-05 00:00:00+03:00,0.9276595744680852
2022-05-06 00:00:00+03:00,0.9209252669039145
2022-05-07 00:00:00+03:00,1.0162093862815884
2022-05-08 00:00:00+03:00,0.9153214285714286
2022-05-09 00:00:00+03:00,0.9459363957597172
2022-05-10 00:00:00+03:00,0.9309642857142858
2022-05-11 00:00:00+03:00,0.9224087591240876
2022-05-12 00:00:00+03:00,0.8844765342960289
2022-05-13 00:00:00+03:00,0.8513167259786477
2022-05-14 00:00:00+03:00,0.8112857142857143
2022-05-15 00:00:00+03:00,0.777
2022-05-16 00:00:00+03:00,0.7508992805755396
2022-05-17 00:00:00+03:00,0.7423214285714286
2022-05-18 00:00:00+03:00,0.8135943060498221
2022-05-19 00:00:00+03:00,0.7745161290322581
2022-05-20 00:00:00+03:00,0.7350359712230216
2022-05-21 00:00:00+03:00,0.718576512455516
2022-05-22 00:00:00+03:00,0.7059717314487632
2022-05-23 00:00:00+03:00,0.70175
2022-05-24 00:00:00+03:00,0.6941758241758241
2022-05-25 00:00:00+03:00,0.6808571428571429
2022-05-26 00:00:00+03:00,0.6550902527075813
2022-05-27 00:00:00+03:00,0.7394202898550724
2022-05-28 00:00:00+03:00,0.7086281588447653
2022-05-29 00:00:00+03:00,0.6905035971223021
2022-05-30 00:00:00+03:00,0.6867391304347826
2022-05-31 00:00:00+03:00,0.6864598540145985
2022-06-01 00:00:00+03:00,0.6602209944751382
2022-06-02 00:00:00+03:00,0.6262162162162163
2022-06-03 00:00:00+03:00,0.6314181818181819
2022-06-04 00:00:00+03:00,0.6223928571428572
2022-06-05 00:00:00+03:00,0.6161231884057972
2022-06-06 00:00:00+03:00,0.6023826714801443
2022-06-07 00:00:00+03:00,0.6011827956989247
2022-06-08 00:00:00+03:00,0.7383394833948339
2022-06-09 00:00:00+03:00,0.7437956204379562
2022-06-10 00:00:00+03:00,0.6597833935018051
2022-06-11 00:00:00+03:00,0.6308455882352941
2022-06-12 00:00:00+03:00,0.6423076923076922
2022-06-13 00:00:00+03:00,0.6296028880866427
2022-06-14 00:00:00+03:00,0.6311111111111112
2022-06-15 00:00:00+03:00,0.6171272727272727
2022-06-16 00:00:00+03:00,0.6006474820143884
2022-06-17 00:00:00+03:00,0.5893928571428572
2022-06-18 00:00:00+03:00,0.5934875444839857
2022-06-19 00:00:00+03:00,0.5956071428571428
2022-06-20 00:00:00+03:00,0.6136071428571429
2022-06-21 00:00:00+03:00,0.6191007194244604
2022-06-22 00:00:00+03:00,0.6021785714285713
2022-06-23 00:00:00+03:00,0.6006785714285714
2022-06-24 00:00:00+03:00,0.5997090909090909
2022-06-25 00:00:00+03:00,0.6142086330935251
2022-06-26 00:00:00+03:00,0.6056382978723404
2022-06-27 00:00:00+03:00,0.6130107526881721
2022-06-28 00:00:00+03:00,0.6095
2022-06-29 00:00:00+03:00,0.5986785714285714
2022-06-30 00:00:00+03:00,0.5965555555555555
2022-07-01 00:00:00+03:00,0.6021212121212122
2022-07-02 00:00:00+03:00,0.6055160142348754
2022-07-03 00:00:00+03:00,0.5927536231884057
2022-07-04 00:00:00+03:00,0.5824548736462094
2022-07-05 00:00:00+03:00,0.5788929889298893
2022-07-06 00:00:00+03:00,0.5751612903225807
2022-07-07 00:00:00+03:00,0.5830324909747292
2022-07-08 00:00:00+03:00,0.6049820788530466
2022-07-09 00:00:00+03:00,0.6167025089605734
2022-07-10 00:00:00+03:00,0.6228723404255319
2022-07-11 00:00:00+03:00,0.6270967741935484
2022-07-12 00:00:00+03:00,0.6266192170818505
2022-07-13 00:00:00+03:00,0.6119217081850533
2022-07-14 00:00:00+03:00,0.5974285714285714
2022-07-15 00:00:00+03:00,0.6027402135231317
2022-07-16 00:00:00+03:00,0.5929241877256317
2022-07-17 00:00:00+03:00,0.5907168458781362
2022-07-18 00:00:00+03:00,0.6009293680297398
2022-07-19 00:00:00+03:00,0.6055755395683453
2022-07-20 00:00:00+03:00,0.6070143884892086
2022-07-21 00:00:00+03:00,0.5970833333333333
2022-07-22 00:00:00+03:00,0.6142944785276073
2022-07-23 00:00:00+03:00,0.5977224199288256
2022-07-24 00:00:00+03:00,0.5924642857142857
2022-07-25 00:00:00+03:00,0.5846402877697842
2022-07-26 00:00:00+03:00,0.5830714285714286
2022-07-27 00:00:00+03:00,0.5930035335689046
2022-07-28 00:00:00+03:00,0.5884397163120567
2022-07-29 00:00:00+03:00,0.5881914893617022
2022-07-30 00:00:00+03:00,0.5833687943262411
2022-07-31 00:00:00+03:00,0.5648409893992933
2022-08-01 00:00:00+03:00,0.5474910394265233
2022-08-02 00:00:00+03:00,0.6406761565836299
2022-08-03 00:00:00+03:00,0.6723928571428571
2022-08-04 00:00:00+03:00,0.651985815602837
2022-08-05 00:00:00+03:00,0.6339929328621908
2022-08-06 00:00:00+03:00,0.6114388489208633
2022-08-07 00:00:00+03:00,0.5893884892086331
2022-08-08 00:00:00+03:00,0.5961428571428571
2022-08-09 00:00:00+03:00,0.5981138790035587
2022-08-10 00:00:00+03:00,0.5975531914893617
2022-08-11 00:00:00+03:00,0.5911387900355871
2022-08-12 00:00:00+03:00,0.6049645390070921
2022-08-13 00:00:00+03:00,0.597872340425532
2022-08-14 00:00:00+03:00,0.584661921708185
2022-08-15 00:00:00+03:00,0.5888256227758006
2022-08-16 00:00:00+03:00,0.6507581227436823
2022-08-17 00:00:00+03:00,0.6632363636363637
2022-08-18 00:00:00+03:00,0.61
2022-08-19 00:00:00+03:00,0.5748028673835126
2022-08-20 00:00:00+03:00,0.557347670250896
2022-08-21 00:00:00+03:00,0.5498571428571429
2022-08-22 00:00:00+03:00,0.6982545454545455
2022-08-23 00:00:00+03:00,0.648581560283688
2022-08-24 00:00:00+03:00,0.5871480144404332
2022-08-25 00:00:00+03:00,0.5673144876325088
2022-08-26 00:00:00+03:00,0.5638571428571428
2022-08-27 00:00:00+03:00,0.5660431654676259
2022-08-28 00:00:00+03:00,0.5890780141843972
2022-08-29 00:00:00+03:00,0.5761347517730496
2022-08-30 00:00:00+03:00,0.5586428571428572
2022-08-31 00:00:00+03:00,0.54609375
